geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CHFL,202017,28751,1645,27106,255430,1,100,5.7,-3.3,13.2,8644780,332.58,2954.73,1503,17.38,0,5.5,COVID19Test,2021-07-05_07-52-52,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202018,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202018,30093,1102,28991,285523,1,100,3.7,-2,12.2,8644780,348.11,3302.84,1342,15.53,0,4.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202019,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202019,28714,665,28049,314237,1,100,2.3,-1.4000000000000004,11.3,8644780,332.15,3634.99,-1379,-15.96,0,-4.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202020,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202020,33183,395,32788,347420,1,100,1.2,-1.0999999999999999,10.3,8644780,383.85,4018.84,4469,51.7,0,15.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202021,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202021,25133,280,24853,372553,1,100,1.1,-0.09999999999999987,9.7,8644780,290.73,4309.57,-8050,-93.12,0,-24.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202022,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202022,26761,205,26556,399314,1,100,0.8,-0.30000000000000004,9.1,8644780,309.56,4619.13,1628,18.83,0,6.5,COVID19Test,2021-07-05_07-52-52,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202023,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202023,26030,154,25876,425344,1,100,0.6,-0.20000000000000007,8.6,8644780,301.11,4920.24,-731,-8.45,0,-2.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202024,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202024,36022,221,35801,461366,1,100,0.6,0,8,8644780,416.69,5336.93,9992,115.58,0,38.4,COVID19Test,2021-07-05_07-52-52,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202025,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202025,48660,203,48457,510026,1,100,0.4,-0.19999999999999996,7.2,8644780,562.88,5899.81,12638,146.19,0,35.1,COVID19Test,2021-07-05_07-52-52,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202026,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202026,57466,393,57073,567492,1,100,0.7,0.29999999999999993,6.6,8644780,664.75,6564.56,8806,101.87,0,18.1,COVID19Test,2021-07-05_07-52-52,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202027,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202027,70365,753,69612,637857,1,100,1.1,0.40000000000000013,6,8644780,813.96,7378.52,12899,149.21,0,22.4,COVID19Test,2021-07-05_07-52-52,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202028,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202028,49607,765,48842,687464,1,100,1.5,0.3999999999999999,5.7,8644780,573.84,7952.36,-20758,-240.12,0,-29.5,COVID19Test,2021-07-05_07-52-52,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202029,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202029,42966,843,42123,730430,1,100,2,0.5,5.4,8644780,497.02,8449.38,-6641,-76.82,0,-13.4,COVID19Test,2021-07-05_07-52-52,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202030,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202030,35695,921,34774,766125,1,100,2.6,0.6000000000000001,5.3,8644780,412.91,8862.28,-7271,-84.11,0,-16.9,COVID19Test,2021-07-05_07-52-52,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202031,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202031,37703,1313,36390,803828,1,100,3.5,0.8999999999999999,5.2,8644780,436.14,9298.42,2008,23.23,0,5.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202032,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202032,38878,1267,37611,842706,1,100,3.3,-0.20000000000000018,5.1,8644780,449.73,9748.15,1175,13.59,0,3.1,COVID19Test,2021-07-05_07-52-52,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202033,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202033,42118,1701,40417,884824,1,100,4,0.7000000000000002,5.1,8644780,487.21,10235.36,3240,37.48,0,8.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202034,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202034,57816,2087,55729,942640,1,100,3.6,-0.3999999999999999,5,8644780,668.8,10904.15,15698,181.59,0,37.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202035,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202035,73972,2301,71671,1016612,1,100,3.1,-0.5,4.9,8644780,855.68,11759.84,16156,186.88,0,27.9,COVID19Test,2021-07-05_07-52-52,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202036,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202036,87823,2700,85123,1104435,1,100,3.1,0,4.7,8644780,1015.91,12775.74,13851,160.23,0,18.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202037,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202037,91318,3239,88079,1195753,1,100,3.5,0.3999999999999999,4.6,8644780,1056.34,13832.08,3495,40.43,0,4,COVID19Test,2021-07-05_07-52-52,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202038,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202038,85202,3206,81996,1280955,1,100,3.8,0.2999999999999998,4.6,8644780,985.59,14817.67,-6116,-70.75,0,-6.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202039,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202039,68744,2512,66232,1349699,1,100,3.7,-0.09999999999999964,4.5,8644780,795.21,15612.88,-16458,-190.38,0,-19.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202040,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202040,68234,3630,64604,1417933,1,100,5.3,1.5999999999999996,4.6,8644780,789.31,16402.19,-510,-5.9,0,-0.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202041,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202041,89947,8961,80986,1507880,1,100,10,4.7,4.9,8644780,1040.48,17442.66,21713,251.17,0,31.8,COVID19Test,2021-07-05_07-52-52,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202042,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202042,127079,19504,107575,1634959,1,100,15.3,5.300000000000001,5.7,8644780,1470.01,18912.67,37132,429.53,0,41.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202043,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202043,178466,40197,138269,1813425,1,100,22.5,7.199999999999999,7.3,8644780,2064.44,20977.11,51387,594.43,0,40.4,COVID19Test,2021-07-05_07-52-52,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202044,NA,NA,NA,NA,1,100,NA,NA,NA,8644780,NA,NA,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202044,218253,57718,160535,2031678,1,100,26.4,3.8999999999999986,9.4,8644780,2524.68,23501.79,39787,460.24,0,22.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202045,3292,805,2487,3292,1,100,24.5,NA,24.5,8644780,38.08,38.08,NA,NA,0,NA,COVID19Test,2021-07-05_07-52-52,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202045,204676,54305,150371,2236354,1,100,26.5,0.10000000000000142,11,8644780,2367.63,25869.41,-13577,-157.05,0,-6.2,COVID19Test,2021-07-05_07-52-52,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202046,18553,3909,14644,21845,1,100,21.1,-3.3999999999999986,21.6,8644780,214.62,252.7,15261,176.54,0,463.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202046,162222,39421,122801,2398576,1,100,24.3,-2.1999999999999993,11.9,8644780,1876.53,27745.95,-42454,-491.1,0,-20.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202047,25706,4927,20779,47551,1,100,19.2,-1.9000000000000021,20.3,8644780,297.36,550.05,7153,82.74,0,38.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202047,133114,28023,105091,2531690,1,100,21.1,-3.1999999999999993,12.4,8644780,1539.82,29285.77,-29108,-336.71,0,-17.9,COVID19Test,2021-07-05_07-52-52,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202048,33458,5402,28056,81009,1,100,16.1,-3.099999999999998,18.6,8644780,387.03,937.09,7752,89.67,0,30.2,COVID19Test,2021-07-05_07-52-52,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202048,127474,22888,104586,2659164,1,100,18,-3.1000000000000014,12.6,8644780,1474.58,30760.34,-5640,-65.24,0,-4.2,COVID19Test,2021-07-05_07-52-52,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202049,38236,6472,31764,119245,1,100,16.9,0.7999999999999972,18,8644780,442.3,1379.39,4778,55.27,0,14.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202049,126882,22822,104060,2786046,1,100,18,0,12.9,8644780,1467.73,32228.07,-592,-6.85,0,-0.5,COVID19Test,2021-07-05_07-52-52,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202050,64269,7446,56823,183514,1,100,11.6,-5.299999999999999,15.8,8644780,743.44,2122.83,26033,301.14,0,68.1,COVID19Test,2021-07-05_07-52-52,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202050,146319,24625,121694,2932365,1,100,16.8,-1.1999999999999993,13.1,8644780,1692.57,33920.64,19437,224.84,0,15.3,COVID19Test,2021-07-05_07-52-52,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202051,67432,7576,59856,250946,1,100,11.2,-0.40000000000000036,14.6,8644780,780.03,2902.86,3163,36.59,0,4.9,COVID19Test,2021-07-05_07-52-52,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202051,176406,23737,152669,3108771,1,100,13.5,-3.3000000000000007,13.1,8644780,2040.61,35961.25,30087,348.04,0,20.6,COVID19Test,2021-07-05_07-52-52,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202052,66026,6646,59380,316972,1,100,10.1,-1.0999999999999996,13.6,8644780,763.77,3666.63,-1406,-16.26,0,-2.1,COVID19Test,2021-07-05_07-52-52,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202052,140804,19479,121325,3249575,1,100,13.8,0.3000000000000007,13.1,8644780,1628.77,37590.03,-35602,-411.84,0,-20.2,COVID19Test,2021-07-05_07-52-52,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202053,45773,6871,38902,362745,1,100,15,4.9,13.8,8644780,529.49,4196.12,-20253,-234.28,0,-30.7,COVID19Test,2021-07-05_07-52-52,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202053,103883,18200,85683,3353458,1,100,17.5,3.6999999999999993,13.3,8644780,1201.68,38791.71,-36921,-427.09,0,-26.2,COVID19Test,2021-07-05_07-52-52,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202101,46763,5995,40768,409508,1,100,12.8,-2.1999999999999993,13.7,8644780,540.94,4737.06,990,11.45,0,2.2,COVID19Test,2021-07-05_07-52-52,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202101,120738,18160,102578,3474196,1,100,15,-2.5,13.3,8644780,1396.66,40188.37,16855,194.98,0,16.2,COVID19Test,2021-07-05_07-52-52,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202102,40096,4107,35989,449604,1,100,10.2,-2.6000000000000014,13.4,8644780,463.82,5200.87,-6667,-77.12,0,-14.3,COVID19Test,2021-07-05_07-52-52,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202102,107469,12801,94668,3581665,1,100,11.9,-3.0999999999999996,13.3,8644780,1243.17,41431.53,-13269,-153.49,0,-11,COVID19Test,2021-07-05_07-52-52,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202103,44662,3746,40916,494266,1,100,8.4,-1.799999999999999,12.9,8644780,516.64,5717.51,4566,52.82,0,11.4,COVID19Test,2021-07-05_07-52-52,isoweek,2021-03,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202103,118490,10939,107551,3700155,1,100,9.2,-2.700000000000001,13.1,8644780,1370.65,42802.19,11021,127.48,0,10.3,COVID19Test,2021-07-05_07-52-52,isoweek,2021-03,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,PCR,NA
