date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-04-19,CHFL,moderna,NA,vaccine_type,8644780,352579,NA,NA,4.08,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-20,CHFL,moderna,NA,vaccine_type,8644780,360467,NA,NA,4.17,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-21,CHFL,moderna,NA,vaccine_type,8644780,372563,NA,NA,4.31,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-22,CHFL,moderna,NA,vaccine_type,8644780,386219,NA,NA,4.47,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-23,CHFL,moderna,NA,vaccine_type,8644780,397050,NA,NA,4.59,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-24,CHFL,moderna,NA,vaccine_type,8644780,400960,NA,NA,4.64,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-25,CHFL,moderna,NA,vaccine_type,8644780,402216,NA,NA,4.65,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-26,CHFL,moderna,NA,vaccine_type,8644780,414585,NA,NA,4.8,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-27,CHFL,moderna,NA,vaccine_type,8644780,429874,NA,NA,4.97,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-28,CHFL,moderna,NA,vaccine_type,8644780,445578,NA,NA,5.15,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-29,CHFL,moderna,NA,vaccine_type,8644780,458261,NA,NA,5.3,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-30,CHFL,moderna,NA,vaccine_type,8644780,464650,NA,NA,5.37,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-01,CHFL,moderna,NA,vaccine_type,8644780,465329,NA,NA,5.38,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-02,CHFL,moderna,NA,vaccine_type,8644780,466065,NA,NA,5.39,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-03,CHFL,moderna,NA,vaccine_type,8644780,469763,NA,NA,5.43,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-04,CHFL,moderna,NA,vaccine_type,8644780,479631,NA,NA,5.55,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-05,CHFL,moderna,NA,vaccine_type,8644780,494887,NA,NA,5.72,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-06,CHFL,moderna,NA,vaccine_type,8644780,510281,NA,NA,5.9,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-07,CHFL,moderna,NA,vaccine_type,8644780,525924,NA,NA,6.08,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-08,CHFL,moderna,NA,vaccine_type,8644780,531418,NA,NA,6.15,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-09,CHFL,moderna,NA,vaccine_type,8644780,535515,NA,NA,6.19,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-10,CHFL,moderna,NA,vaccine_type,8644780,548352,NA,NA,6.34,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-11,CHFL,moderna,NA,vaccine_type,8644780,564669,NA,NA,6.53,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-12,CHFL,moderna,NA,vaccine_type,8644780,584523,NA,NA,6.76,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-13,CHFL,moderna,NA,vaccine_type,8644780,590487,NA,NA,6.83,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-14,CHFL,moderna,NA,vaccine_type,8644780,607686,NA,NA,7.03,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-15,CHFL,moderna,NA,vaccine_type,8644780,615867,NA,NA,7.12,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-16,CHFL,moderna,NA,vaccine_type,8644780,618403,NA,NA,7.15,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-17,CHFL,moderna,NA,vaccine_type,8644780,635419,NA,NA,7.35,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-18,CHFL,moderna,NA,vaccine_type,8644780,655871,NA,NA,7.59,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-19,CHFL,moderna,NA,vaccine_type,8644780,681290,NA,NA,7.88,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-20,CHFL,moderna,NA,vaccine_type,8644780,704982,NA,NA,8.16,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-21,CHFL,moderna,NA,vaccine_type,8644780,725067,NA,NA,8.39,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-22,CHFL,moderna,NA,vaccine_type,8644780,735277,NA,NA,8.51,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-23,CHFL,moderna,NA,vaccine_type,8644780,741780,NA,NA,8.58,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-24,CHFL,moderna,NA,vaccine_type,8644780,748569,NA,NA,8.66,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-25,CHFL,moderna,NA,vaccine_type,8644780,765963,NA,NA,8.86,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-26,CHFL,moderna,NA,vaccine_type,8644780,789044,NA,NA,9.13,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-27,CHFL,moderna,NA,vaccine_type,8644780,809390,NA,NA,9.36,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-28,CHFL,moderna,NA,vaccine_type,8644780,832417,NA,NA,9.63,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-29,CHFL,moderna,NA,vaccine_type,8644780,846170,NA,NA,9.79,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-05-30,CHFL,moderna,NA,vaccine_type,8644780,853819,NA,NA,9.88,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,99495,NA,NA,1.15,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,106805,NA,NA,1.24,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,114768,NA,NA,1.33,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,123027,NA,NA,1.42,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,132637,NA,NA,1.53,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,140305,NA,NA,1.62,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,141377,NA,NA,1.64,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,142060,NA,NA,1.64,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,147344,NA,NA,1.7,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,152935,NA,NA,1.77,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,159138,NA,NA,1.84,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,164561,NA,NA,1.9,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,168470,NA,NA,1.95,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,169028,NA,NA,1.96,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-02-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,169515,NA,NA,1.96,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,171877,NA,NA,1.99,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,175496,NA,NA,2.03,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,180540,NA,NA,2.09,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,185413,NA,NA,2.14,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,190231,NA,NA,2.2,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,191072,NA,NA,2.21,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,191282,NA,NA,2.21,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,193884,NA,NA,2.24,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,196462,NA,NA,2.27,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,199367,NA,NA,2.31,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,201871,NA,NA,2.34,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,204227,NA,NA,2.36,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,204480,NA,NA,2.37,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,204921,NA,NA,2.37,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,207717,NA,NA,2.4,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,212592,NA,NA,2.46,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,221424,NA,NA,2.56,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,229132,NA,NA,2.65,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,235676,NA,NA,2.73,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,237723,NA,NA,2.75,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,238179,NA,NA,2.76,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,242758,NA,NA,2.81,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,248743,NA,NA,2.88,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,257547,NA,NA,2.98,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,262508,NA,NA,3.04,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-26,CHFL,pfizer_biontech,NA,vaccine_type,8644780,268401,NA,NA,3.1,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-27,CHFL,pfizer_biontech,NA,vaccine_type,8644780,269837,NA,NA,3.12,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-28,CHFL,pfizer_biontech,NA,vaccine_type,8644780,270506,NA,NA,3.13,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-29,CHFL,pfizer_biontech,NA,vaccine_type,8644780,277429,NA,NA,3.21,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-30,CHFL,pfizer_biontech,NA,vaccine_type,8644780,285397,NA,NA,3.3,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-03-31,CHFL,pfizer_biontech,NA,vaccine_type,8644780,295382,NA,NA,3.42,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-01,CHFL,pfizer_biontech,NA,vaccine_type,8644780,304464,NA,NA,3.52,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-02,CHFL,pfizer_biontech,NA,vaccine_type,8644780,306929,NA,NA,3.55,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-03,CHFL,pfizer_biontech,NA,vaccine_type,8644780,308241,NA,NA,3.57,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-04,CHFL,pfizer_biontech,NA,vaccine_type,8644780,309299,NA,NA,3.58,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-05,CHFL,pfizer_biontech,NA,vaccine_type,8644780,311137,NA,NA,3.6,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-06,CHFL,pfizer_biontech,NA,vaccine_type,8644780,323236,NA,NA,3.74,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-07,CHFL,pfizer_biontech,NA,vaccine_type,8644780,336848,NA,NA,3.9,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-08,CHFL,pfizer_biontech,NA,vaccine_type,8644780,349291,NA,NA,4.04,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-09,CHFL,pfizer_biontech,NA,vaccine_type,8644780,359316,NA,NA,4.16,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-10,CHFL,pfizer_biontech,NA,vaccine_type,8644780,361119,NA,NA,4.18,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-11,CHFL,pfizer_biontech,NA,vaccine_type,8644780,362397,NA,NA,4.19,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-12,CHFL,pfizer_biontech,NA,vaccine_type,8644780,371135,NA,NA,4.29,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-13,CHFL,pfizer_biontech,NA,vaccine_type,8644780,381666,NA,NA,4.41,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-14,CHFL,pfizer_biontech,NA,vaccine_type,8644780,393433,NA,NA,4.55,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-15,CHFL,pfizer_biontech,NA,vaccine_type,8644780,403295,NA,NA,4.67,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-16,CHFL,pfizer_biontech,NA,vaccine_type,8644780,413130,NA,NA,4.78,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-17,CHFL,pfizer_biontech,NA,vaccine_type,8644780,414668,NA,NA,4.8,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-18,CHFL,pfizer_biontech,NA,vaccine_type,8644780,415795,NA,NA,4.81,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-19,CHFL,pfizer_biontech,NA,vaccine_type,8644780,425799,NA,NA,4.93,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-20,CHFL,pfizer_biontech,NA,vaccine_type,8644780,435815,NA,NA,5.04,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-21,CHFL,pfizer_biontech,NA,vaccine_type,8644780,446878,NA,NA,5.17,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-22,CHFL,pfizer_biontech,NA,vaccine_type,8644780,454607,NA,NA,5.26,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-23,CHFL,pfizer_biontech,NA,vaccine_type,8644780,462279,NA,NA,5.35,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-24,CHFL,pfizer_biontech,NA,vaccine_type,8644780,463611,NA,NA,5.36,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
2021-04-25,CHFL,pfizer_biontech,NA,vaccine_type,8644780,465889,NA,NA,5.39,NA,COVID19FullyVaccPersons,2021-05-30_23-59-00,summary
