"date","geoRegion","vaccine","entries","type_variant","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-03-14,"CHFL","moderna",NA,"vaccine_type",8644780,510274,NA,NA,5.9,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-15,"CHFL","moderna",NA,"vaccine_type",8644780,518998,NA,NA,6,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-16,"CHFL","moderna",NA,"vaccine_type",8644780,529452,NA,NA,6.12,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-17,"CHFL","moderna",NA,"vaccine_type",8644780,543728,NA,NA,6.29,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-18,"CHFL","moderna",NA,"vaccine_type",8644780,555124,NA,NA,6.42,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-19,"CHFL","moderna",NA,"vaccine_type",8644780,564038,NA,NA,6.52,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-20,"CHFL","moderna",NA,"vaccine_type",8644780,565851,NA,NA,6.55,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-21,"CHFL","moderna",NA,"vaccine_type",8644780,570098,NA,NA,6.59,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-22,"CHFL","moderna",NA,"vaccine_type",8644780,580565,NA,NA,6.72,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-23,"CHFL","moderna",NA,"vaccine_type",8644780,595153,NA,NA,6.88,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-24,"CHFL","moderna",NA,"vaccine_type",8644780,615790,NA,NA,7.12,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-25,"CHFL","moderna",NA,"vaccine_type",8644780,636170,NA,NA,7.36,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-26,"CHFL","moderna",NA,"vaccine_type",8644780,653375,NA,NA,7.56,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-27,"CHFL","moderna",NA,"vaccine_type",8644780,658034,NA,NA,7.61,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-28,"CHFL","moderna",NA,"vaccine_type",8644780,667087,NA,NA,7.72,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-29,"CHFL","moderna",NA,"vaccine_type",8644780,685126,NA,NA,7.93,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-30,"CHFL","moderna",NA,"vaccine_type",8644780,706627,NA,NA,8.17,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-31,"CHFL","moderna",NA,"vaccine_type",8644780,731456,NA,NA,8.46,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-01,"CHFL","moderna",NA,"vaccine_type",8644780,751109,NA,NA,8.69,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-02,"CHFL","moderna",NA,"vaccine_type",8644780,755474,NA,NA,8.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-03,"CHFL","moderna",NA,"vaccine_type",8644780,757021,NA,NA,8.76,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-04,"CHFL","moderna",NA,"vaccine_type",8644780,762121,NA,NA,8.82,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-05,"CHFL","moderna",NA,"vaccine_type",8644780,764151,NA,NA,8.84,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-06,"CHFL","moderna",NA,"vaccine_type",8644780,779052,NA,NA,9.01,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-07,"CHFL","moderna",NA,"vaccine_type",8644780,800802,NA,NA,9.26,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-08,"CHFL","moderna",NA,"vaccine_type",8644780,819836,NA,NA,9.48,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-09,"CHFL","moderna",NA,"vaccine_type",8644780,840152,NA,NA,9.72,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-10,"CHFL","moderna",NA,"vaccine_type",8644780,847212,NA,NA,9.8,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-11,"CHFL","moderna",NA,"vaccine_type",8644780,859346,NA,NA,9.94,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-12,"CHFL","moderna",NA,"vaccine_type",8644780,873588,NA,NA,10.11,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-13,"CHFL","moderna",NA,"vaccine_type",8644780,892312,NA,NA,10.32,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-14,"CHFL","moderna",NA,"vaccine_type",8644780,920854,NA,NA,10.65,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-15,"CHFL","moderna",NA,"vaccine_type",8644780,943885,NA,NA,10.92,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-16,"CHFL","moderna",NA,"vaccine_type",8644780,965731,NA,NA,11.17,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-17,"CHFL","moderna",NA,"vaccine_type",8644780,974987,NA,NA,11.28,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-18,"CHFL","moderna",NA,"vaccine_type",8644780,984415,NA,NA,11.39,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-19,"CHFL","moderna",NA,"vaccine_type",8644780,1002812,NA,NA,11.6,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-20,"CHFL","moderna",NA,"vaccine_type",8644780,1028240,NA,NA,11.89,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-21,"CHFL","moderna",NA,"vaccine_type",8644780,1066830,NA,NA,12.34,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-22,"CHFL","moderna",NA,"vaccine_type",8644780,1101677,NA,NA,12.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-23,"CHFL","moderna",NA,"vaccine_type",8644780,1131137,NA,NA,13.08,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-24,"CHFL","moderna",NA,"vaccine_type",8644780,1146955,NA,NA,13.27,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-25,"CHFL","moderna",NA,"vaccine_type",8644780,1161259,NA,NA,13.43,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-26,"CHFL","moderna",NA,"vaccine_type",8644780,1187412,NA,NA,13.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-27,"CHFL","moderna",NA,"vaccine_type",8644780,1221908,NA,NA,14.13,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-28,"CHFL","moderna",NA,"vaccine_type",8644780,1268364,NA,NA,14.67,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-29,"CHFL","moderna",NA,"vaccine_type",8644780,1302110,NA,NA,15.06,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-30,"CHFL","moderna",NA,"vaccine_type",8644780,1332963,NA,NA,15.42,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-01,"CHFL","moderna",NA,"vaccine_type",8644780,1348938,NA,NA,15.6,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-02,"CHFL","moderna",NA,"vaccine_type",8644780,1362534,NA,NA,15.76,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-03,"CHFL","moderna",NA,"vaccine_type",8644780,1386849,NA,NA,16.04,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-04,"CHFL","moderna",NA,"vaccine_type",8644780,1421235,NA,NA,16.44,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-05,"CHFL","moderna",NA,"vaccine_type",8644780,1471086,NA,NA,17.02,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-06,"CHFL","moderna",NA,"vaccine_type",8644780,1519194,NA,NA,17.57,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-07,"CHFL","moderna",NA,"vaccine_type",8644780,1569209,NA,NA,18.15,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-08,"CHFL","moderna",NA,"vaccine_type",8644780,1592306,NA,NA,18.42,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-09,"CHFL","moderna",NA,"vaccine_type",8644780,1614664,NA,NA,18.68,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-10,"CHFL","moderna",NA,"vaccine_type",8644780,1656227,NA,NA,19.16,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-11,"CHFL","moderna",NA,"vaccine_type",8644780,1705283,NA,NA,19.73,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-12,"CHFL","moderna",NA,"vaccine_type",8644780,1769022,NA,NA,20.46,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-13,"CHFL","moderna",NA,"vaccine_type",8644780,1796073,NA,NA,20.78,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-14,"CHFL","moderna",NA,"vaccine_type",8644780,1840491,NA,NA,21.29,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-15,"CHFL","moderna",NA,"vaccine_type",8644780,1865877,NA,NA,21.58,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-16,"CHFL","moderna",NA,"vaccine_type",8644780,1886639,NA,NA,21.82,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-17,"CHFL","moderna",NA,"vaccine_type",8644780,1929392,NA,NA,22.32,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-18,"CHFL","moderna",NA,"vaccine_type",8644780,1980778,NA,NA,22.91,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-05-19,"CHFL","moderna",NA,"vaccine_type",8644780,2052316,NA,NA,23.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-14,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,331088,NA,NA,3.83,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-15,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,339900,NA,NA,3.93,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-16,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,350702,NA,NA,4.06,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-17,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,365423,NA,NA,4.23,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-18,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,378262,NA,NA,4.38,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-19,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,389407,NA,NA,4.5,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-20,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,391827,NA,NA,4.53,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-21,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,395431,NA,NA,4.57,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-22,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,404097,NA,NA,4.67,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-23,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,414295,NA,NA,4.79,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-24,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,428886,NA,NA,4.96,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-25,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,439264,NA,NA,5.08,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-26,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,447959,NA,NA,5.18,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-27,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,450442,NA,NA,5.21,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-02-28,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,453912,NA,NA,5.25,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-01,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,462076,NA,NA,5.35,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-02,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,471824,NA,NA,5.46,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-03,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,489664,NA,NA,5.66,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-04,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,502654,NA,NA,5.81,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-05,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,515041,NA,NA,5.96,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-06,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,517083,NA,NA,5.98,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-07,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,520548,NA,NA,6.02,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-08,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,531538,NA,NA,6.15,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-09,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,544629,NA,NA,6.3,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-10,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,564840,NA,NA,6.53,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-11,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,578742,NA,NA,6.69,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-12,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,591125,NA,NA,6.84,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-13,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,592774,NA,NA,6.86,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-14,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,595492,NA,NA,6.89,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-15,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,606039,NA,NA,7.01,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-16,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,620564,NA,NA,7.18,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-17,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,642246,NA,NA,7.43,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-18,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,660102,NA,NA,7.64,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-19,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,676476,NA,NA,7.83,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-20,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,680283,NA,NA,7.87,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-21,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,685613,NA,NA,7.93,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-22,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,698738,NA,NA,8.08,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-23,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,713208,NA,NA,8.25,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-24,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,733916,NA,NA,8.49,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-25,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,745706,NA,NA,8.63,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-26,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,758555,NA,NA,8.77,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-27,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,761717,NA,NA,8.81,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-28,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,767212,NA,NA,8.87,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-29,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,779170,NA,NA,9.01,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-30,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,792916,NA,NA,9.17,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-03-31,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,812970,NA,NA,9.4,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-01,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,828908,NA,NA,9.59,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-02,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,833696,NA,NA,9.64,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-03,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,837755,NA,NA,9.69,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-04,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,841746,NA,NA,9.74,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-05,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,845496,NA,NA,9.78,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-06,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,865319,NA,NA,10.01,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-07,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,891999,NA,NA,10.32,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-08,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,915613,NA,NA,10.59,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-09,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,936288,NA,NA,10.83,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-10,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,942104,NA,NA,10.9,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-11,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,948703,NA,NA,10.97,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-12,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,974756,NA,NA,11.28,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-13,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1003828,NA,NA,11.61,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-14,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1039278,NA,NA,12.02,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-15,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1066249,NA,NA,12.33,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-16,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1092051,NA,NA,12.63,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-17,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1099135,NA,NA,12.71,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-18,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1108640,NA,NA,12.82,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-19,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1138414,NA,NA,13.17,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-20,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1170561,NA,NA,13.54,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-21,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1212081,NA,NA,14.02,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-22,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1241884,NA,NA,14.37,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-23,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1270933,NA,NA,14.7,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-24,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1279419,NA,NA,14.8,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
2021-04-25,"CHFL","pfizer_biontech",NA,"vaccine_type",8644780,1291451,NA,NA,14.94,NA,"COVID19VaccDosesAdministered","2021-05-19_23-59-00","summary"
