date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202106,AG,med_prof,2144,indication,685845,6485,NA,0.279,27.900000000000002,18.5,0.31,0.95,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202107,AG,med_prof,2069,indication,685845,8554,NA,0.187,18.7,18.6,0.3,1.25,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202108,AG,med_prof,1786,indication,685845,10340,NA,0.12,12,17,0.26,1.51,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202109,AG,med_prof,1570,indication,685845,11910,NA,0.115,11.5,16,0.23,1.74,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202110,AG,med_prof,2283,indication,685845,14193,NA,0.168,16.8,16.1,0.33,2.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202111,AG,med_prof,1940,indication,685845,16133,NA,0.184,18.4,16.3,0.28,2.35,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202112,AG,med_prof,1578,indication,685845,17711,NA,0.096,9.6,15.4,0.23,2.58,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202113,AG,med_prof,939,indication,685845,18650,NA,0.06,6,14.299999999999999,0.14,2.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202114,AG,med_prof,1549,indication,685845,20199,NA,0.075,7.5,13.3,0.23,2.95,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202115,AG,med_prof,4941,indication,685845,25140,NA,0.196,19.6,14.2,0.72,3.67,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202116,AG,med_prof,3526,indication,685845,28666,NA,0.118,11.799999999999999,13.900000000000002,0.51,4.18,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202117,AG,med_prof,1911,indication,685845,30577,NA,0.077,7.7,13.200000000000001,0.28,4.46,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202118,AG,med_prof,2168,indication,685845,32745,NA,0.063,6.3,12.3,0.32,4.77,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202119,AG,med_prof,4738,indication,685845,37483,NA,0.145,14.499999999999998,12.6,0.69,5.47,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202120,AG,med_prof,4788,indication,685845,42271,NA,0.125,12.5,12.5,0.7,6.16,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202121,AG,med_prof,2507,indication,685845,44778,NA,0.062,6.2,11.899999999999999,0.37,6.53,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202122,AG,med_prof,2157,indication,685845,46935,NA,0.042,4.2,10.9,0.31,6.84,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202123,AG,med_prof,1708,indication,685845,48643,NA,0.035,3.5000000000000004,10.2,0.25,7.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202124,AG,med_prof,1459,indication,685845,50102,NA,0.035,3.5000000000000004,9.6,0.21,7.31,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202125,AG,med_prof,1197,indication,685845,51299,NA,0.034,3.4000000000000004,9.2,0.17,7.48,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202052,AG,contact_vuln,0,indication,685845,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202053,AG,contact_vuln,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202101,AG,contact_vuln,2,indication,685845,2,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202102,AG,contact_vuln,20,indication,685845,22,NA,0.006,0.6,0.4,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202103,AG,contact_vuln,120,indication,685845,142,NA,0.02,2,1.0999999999999999,0.02,0.02,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202104,AG,contact_vuln,82,indication,685845,224,NA,0.013,1.3,1.2,0.01,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202105,AG,contact_vuln,203,indication,685845,427,NA,0.023,2.3,1.6,0.03,0.06,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202106,AG,contact_vuln,144,indication,685845,571,NA,0.019,1.9,1.6,0.02,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202107,AG,contact_vuln,202,indication,685845,773,NA,0.018,1.7999999999999998,1.7000000000000002,0.03,0.11,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202108,AG,contact_vuln,249,indication,685845,1022,NA,0.017,1.7000000000000002,1.7000000000000002,0.04,0.15,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202109,AG,contact_vuln,286,indication,685845,1308,NA,0.021,2.1,1.7999999999999998,0.04,0.19,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202110,AG,contact_vuln,297,indication,685845,1605,NA,0.022,2.1999999999999997,1.7999999999999998,0.04,0.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202111,AG,contact_vuln,510,indication,685845,2115,NA,0.048,4.8,2.1,0.07,0.31,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202112,AG,contact_vuln,514,indication,685845,2629,NA,0.031,3.1,2.3,0.07,0.38,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202113,AG,contact_vuln,840,indication,685845,3469,NA,0.054,5.4,2.7,0.12,0.51,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202114,AG,contact_vuln,945,indication,685845,4414,NA,0.045,4.5,2.9000000000000004,0.14,0.64,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202115,AG,contact_vuln,1554,indication,685845,5968,NA,0.062,6.2,3.4000000000000004,0.23,0.87,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202116,AG,contact_vuln,2961,indication,685845,8929,NA,0.099,9.9,4.3,0.43,1.3,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202117,AG,contact_vuln,9073,indication,685845,18002,NA,0.365,36.5,7.8,1.32,2.62,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202118,AG,contact_vuln,10986,indication,685845,28988,NA,0.319,31.900000000000002,10.9,1.6,4.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202119,AG,contact_vuln,4614,indication,685845,33602,NA,0.142,14.2,11.3,0.67,4.9,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202120,AG,contact_vuln,2765,indication,685845,36367,NA,0.072,7.199999999999999,10.8,0.4,5.3,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202121,AG,contact_vuln,7678,indication,685845,44045,NA,0.189,18.9,11.700000000000001,1.12,6.42,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202122,AG,contact_vuln,13025,indication,685845,57070,NA,0.256,25.6,13.3,1.9,8.32,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202123,AG,contact_vuln,5221,indication,685845,62291,NA,0.105,10.5,13,0.76,9.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202124,AG,contact_vuln,3524,indication,685845,65815,NA,0.084,8.4,12.7,0.51,9.6,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202125,AG,contact_vuln,2352,indication,685845,68167,NA,0.066,6.6000000000000005,12.3,0.34,9.94,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202052,AG,contact_comm,0,indication,685845,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202053,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202101,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202102,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202103,AG,contact_comm,30,indication,685845,30,NA,0.005,0.5,0.2,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202104,AG,contact_comm,19,indication,685845,49,NA,0.003,0.3,0.3,0,0.01,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202105,AG,contact_comm,123,indication,685845,172,NA,0.014,1.4000000000000001,0.6,0.02,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202106,AG,contact_comm,12,indication,685845,184,NA,0.002,0.2,0.5,0,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202107,AG,contact_comm,31,indication,685845,215,NA,0.003,0.3,0.5,0,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202108,AG,contact_comm,20,indication,685845,235,NA,0.001,0.1,0.4,0,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202109,AG,contact_comm,208,indication,685845,443,NA,0.015,1.5,0.6,0.03,0.06,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202110,AG,contact_comm,33,indication,685845,476,NA,0.002,0.2,0.5,0,0.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202111,AG,contact_comm,2,indication,685845,478,NA,0,0,0.5,0,0.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202112,AG,contact_comm,2,indication,685845,480,NA,0,0,0.4,0,0.07,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202113,AG,contact_comm,68,indication,685845,548,NA,0.004,0.4,0.4,0.01,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202114,AG,contact_comm,28,indication,685845,576,NA,0.001,0.1,0.4,0,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202115,AG,contact_comm,1,indication,685845,577,NA,0,0,0.3,0,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202116,AG,contact_comm,0,indication,685845,577,NA,0,0,0.3,0,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202117,AG,contact_comm,0,indication,685845,577,NA,0,0,0.2,0,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202118,AG,contact_comm,11,indication,685845,588,NA,0,0,0.2,0,0.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202119,AG,contact_comm,14,indication,685845,602,NA,0,0,0.2,0,0.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202120,AG,contact_comm,32,indication,685845,634,NA,0.001,0.1,0.2,0,0.09,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202121,AG,contact_comm,37,indication,685845,671,NA,0.001,0.1,0.2,0.01,0.1,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202122,AG,contact_comm,15,indication,685845,686,NA,0,0,0.2,0,0.1,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202123,AG,contact_comm,18,indication,685845,704,NA,0,0,0.1,0,0.1,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202124,AG,contact_comm,31,indication,685845,735,NA,0.001,0.1,0.1,0,0.11,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202125,AG,contact_comm,36,indication,685845,771,NA,0.001,0.1,0.1,0.01,0.11,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202052,AG,other,0,indication,685845,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202053,AG,other,1,indication,685845,1,NA,0.004,0.4,0.4,0,0,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202101,AG,other,223,indication,685845,224,NA,0.089,8.9,8.200000000000001,0.03,0.03,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202102,AG,other,328,indication,685845,552,NA,0.094,9.4,8.9,0.05,0.08,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202103,AG,other,551,indication,685845,1103,NA,0.09,9,8.9,0.08,0.16,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202104,AG,other,358,indication,685845,1461,NA,0.057,5.7,7.8,0.05,0.21,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202105,AG,other,473,indication,685845,1934,NA,0.055,5.5,7.1,0.07,0.28,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202106,AG,other,330,indication,685845,2264,NA,0.043,4.3,6.5,0.05,0.33,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202107,AG,other,547,indication,685845,2811,NA,0.049,4.9,6.1,0.08,0.41,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202108,AG,other,870,indication,685845,3681,NA,0.058,5.800000000000001,6,0.13,0.54,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202109,AG,other,717,indication,685845,4398,NA,0.052,5.2,5.8999999999999995,0.1,0.64,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202110,AG,other,833,indication,685845,5231,NA,0.061,6.1,5.8999999999999995,0.12,0.76,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202111,AG,other,1353,indication,685845,6584,NA,0.128,12.8,6.7,0.2,0.96,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202112,AG,other,2038,indication,685845,8622,NA,0.124,12.4,7.5,0.3,1.26,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202113,AG,other,3650,indication,685845,12272,NA,0.233,23.3,9.4,0.53,1.79,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202114,AG,other,4367,indication,685845,16639,NA,0.21,21,11,0.64,2.43,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202115,AG,other,6488,indication,685845,23127,NA,0.258,25.8,13.100000000000001,0.95,3.37,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202116,AG,other,7616,indication,685845,30743,NA,0.255,25.5,14.899999999999999,1.11,4.48,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202117,AG,other,5307,indication,685845,36050,NA,0.213,21.3,15.6,0.77,5.26,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202118,AG,other,7005,indication,685845,43055,NA,0.203,20.3,16.2,1.02,6.28,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202119,AG,other,12118,indication,685845,55173,NA,0.372,37.2,18.5,1.77,8.04,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202120,AG,other,17752,indication,685845,72925,NA,0.462,46.2,21.6,2.59,10.63,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202121,AG,other,21029,indication,685845,93954,NA,0.516,51.6,24.9,3.07,13.7,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202122,AG,other,24989,indication,685845,118943,NA,0.49,49,27.700000000000003,3.64,17.34,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202123,AG,other,34611,indication,685845,153554,NA,0.699,69.89999999999999,32.1,5.05,22.39,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202124,AG,other,30857,indication,685845,184411,NA,0.735,73.5,35.5,4.5,26.89,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202125,AG,other,27291,indication,685845,211702,NA,0.767,76.7,38.1,3.98,30.87,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202052,AI,age,33,indication,16128,33,NA,0.733,73.3,73.3,0.2,0.2,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202053,AI,age,0,indication,16128,33,NA,NA,NA,73.3,0,0.2,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202101,AI,age,228,indication,16128,261,NA,0.648,64.8,65.7,1.41,1.62,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202102,AI,age,99,indication,16128,360,NA,0.51,51,60.9,0.61,2.23,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202103,AI,age,145,indication,16128,505,NA,0.405,40.5,53.2,0.9,3.13,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202104,AI,age,114,indication,16128,619,NA,0.655,65.5,55.1,0.71,3.84,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202105,AI,age,205,indication,16128,824,NA,0.639,63.9,57.099999999999994,1.27,5.11,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202106,AI,age,138,indication,16128,962,NA,0.468,46.800000000000004,55.300000000000004,0.86,5.96,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202107,AI,age,164,indication,16128,1126,NA,0.408,40.8,52.6,1.02,6.98,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202108,AI,age,56,indication,16128,1182,NA,0.519,51.9,52.6,0.35,7.33,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202109,AI,age,50,indication,16128,1232,NA,0.667,66.7,53,0.31,7.64,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202110,AI,age,44,indication,16128,1276,NA,0.419,41.9,52.5,0.27,7.91,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202111,AI,age,13,indication,16128,1289,NA,0.591,59.099999999999994,52.6,0.08,7.99,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202112,AI,age,123,indication,16128,1412,NA,0.366,36.6,50.7,0.76,8.75,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202113,AI,age,156,indication,16128,1568,NA,0.237,23.7,45.5,0.97,9.72,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202114,AI,age,47,indication,16128,1615,NA,0.151,15.1,43,0.29,10.01,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
202115,AI,age,8,indication,16128,1623,NA,0.077,7.7,42,0.05,10.06,COVID19VaccDosesAdministered,2021-07-02_09-41-56,detailed
