date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-01-22,AG,1183,685845,12241,0.17,0.14,1.78,934.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-23,AG,123,685845,12364,0.02,0.15,1.8,1023.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-24,AG,0,685845,12364,0,0.15,1.8,992.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-25,AG,1243,685845,13607,0.18,0.14,1.98,977.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-26,AG,1506,685845,15113,0.22,0.13,2.2,919.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-27,AG,1138,685845,16251,0.17,0.13,2.37,901.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-28,AG,1649,685845,17900,0.24,0.13,2.61,901.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-29,AG,775,685845,18675,0.11,0.12,2.72,839.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-30,AG,0,685845,18675,0,0.13,2.72,900.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-31,AG,0,685845,18675,0,0.15,2.72,1025,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-01,AG,808,685845,19483,0.12,0.16,2.84,1068.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-02,AG,1931,685845,21414,0.28,0.18,3.12,1210.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-03,AG,2012,685845,23426,0.29,0.18,3.42,1234.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-04,AG,1955,685845,25381,0.29,0.18,3.7,1234.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-05,AG,1765,685845,27146,0.26,0.19,3.96,1284.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-06,AG,172,685845,27318,0.03,0.18,3.98,1224.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-07,AG,0,685845,27318,0,0.17,3.98,1173.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-08,AG,1157,685845,28475,0.17,0.16,4.15,1121,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-09,AG,1512,685845,29987,0.22,0.16,4.37,1096.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-10,AG,1651,685845,31638,0.24,0.16,4.61,1096.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-11,AG,1590,685845,33228,0.23,0.16,4.84,1096.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-12,AG,1594,685845,34822,0.23,0.17,5.08,1162,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-13,AG,174,685845,34996,0.03,0.17,5.1,1179.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-14,AG,0,685845,34996,0,0.19,5.1,1272.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-15,AG,1613,685845,36609,0.24,0.2,5.34,1360.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-16,AG,1632,685845,38241,0.24,0.21,5.58,1407.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-17,AG,2303,685845,40544,0.34,0.23,5.91,1583.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-18,AG,2205,685845,42749,0.32,0.23,6.23,1584.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-19,AG,1926,685845,44675,0.28,0.25,6.51,1674.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-20,AG,1408,685845,46083,0.21,0.27,6.72,1848.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-21,AG,2,685845,46085,0,0.28,6.72,1907.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-22,AG,2248,685845,48333,0.33,0.3,7.05,2051.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-23,AG,2846,685845,51179,0.41,0.32,7.46,2188.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-24,AG,2719,685845,53898,0.4,0.31,7.86,2125.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-25,AG,3211,685845,57109,0.47,0.31,8.33,2125.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-26,AG,2888,685845,59997,0.42,0.31,8.75,2106.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-27,AG,962,685845,60959,0.14,0.3,8.89,2075.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-02-28,AG,2,685845,60961,0,0.31,8.89,2118.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-01,AG,2115,685845,63076,0.31,0.3,9.2,2045.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-02,AG,2633,685845,65709,0.38,0.3,9.58,2049,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-03,AG,3018,685845,68727,0.44,0.29,10.02,1957.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-04,AG,2698,685845,71425,0.39,0.29,10.41,1957.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-05,AG,2915,685845,74340,0.43,0.29,10.84,1984.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-06,AG,324,685845,74664,0.05,0.3,10.89,2034.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-07,AG,0,685845,74664,0,0.3,10.89,2049,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-08,AG,2302,685845,76966,0.34,0.3,11.22,2038,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-09,AG,2985,685845,79951,0.44,0.28,11.66,1938.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-10,AG,3119,685845,83070,0.45,0.28,12.11,1939.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-11,AG,2621,685845,85691,0.38,0.28,12.49,1939.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-12,AG,2221,685845,87912,0.32,0.27,12.82,1885.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-13,AG,331,685845,88243,0.05,0.25,12.87,1717.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-14,AG,0,685845,88243,0,0.22,12.87,1520.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-15,AG,1920,685845,90163,0.28,0.21,13.15,1416.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-16,AG,1811,685845,91974,0.26,0.2,13.41,1377.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-17,AG,1738,685845,93712,0.25,0.22,13.66,1507.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-18,AG,1897,685845,95609,0.28,0.22,13.94,1507.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-19,AG,1943,685845,97552,0.28,0.23,14.22,1606.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-20,AG,1245,685845,98797,0.18,0.26,14.41,1791.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-21,AG,0,685845,98797,0,0.29,14.41,1978.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-22,AG,2612,685845,101409,0.38,0.31,14.79,2162.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-23,AG,3105,685845,104514,0.45,0.34,15.24,2335.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-24,AG,3049,685845,107563,0.44,0.34,15.68,2342.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-25,AG,3181,685845,110744,0.46,0.34,16.15,2342.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-26,AG,3157,685845,113901,0.46,0.35,16.61,2414.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-27,AG,1293,685845,115194,0.19,0.36,16.8,2461.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-28,AG,0,685845,115194,0,0.37,16.8,2517.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-29,AG,3119,685845,118313,0.45,0.37,17.25,2544.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-30,AG,3430,685845,121743,0.5,0.32,17.75,2214.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-03-31,AG,3445,685845,125188,0.5,0.32,18.25,2240.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-01,AG,3368,685845,128556,0.49,0.32,18.74,2240.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-02,AG,847,685845,129403,0.12,0.28,18.87,1957,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-03,AG,1472,685845,130875,0.21,0.3,19.08,2076.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-04,AG,0,685845,130875,0,0.32,19.08,2222,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-05,AG,1137,685845,132012,0.17,0.34,19.25,2371.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-06,AG,4267,685845,136279,0.62,0.42,19.87,2861.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-07,AG,4463,685845,140742,0.65,0.42,20.52,2915,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-08,AG,4414,685845,145156,0.64,0.43,21.16,2968.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-09,AG,4276,685845,149432,0.62,0.49,21.79,3385.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-10,AG,1848,685845,151280,0.27,0.49,22.06,3373.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-11,AG,373,685845,151653,0.05,0.49,22.11,3346.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-12,AG,4056,685845,155709,0.59,0.5,22.7,3412.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-13,AG,4183,685845,159892,0.61,0.5,23.31,3428.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-14,AG,4273,685845,164165,0.62,0.5,23.94,3411.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-15,AG,4876,685845,169041,0.71,0.52,24.65,3593.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-16,AG,4388,685845,173429,0.64,0.54,25.29,3705.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-17,AG,1731,685845,175160,0.25,0.56,25.54,3840.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-18,AG,1646,685845,176806,0.24,0.58,25.78,4007.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-19,AG,4839,685845,181645,0.71,0.6,26.48,4133.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-20,AG,5129,685845,186774,0.75,0.62,27.23,4269.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-21,AG,5442,685845,192216,0.79,0.62,28.03,4267.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-22,AG,5759,685845,197975,0.84,0.62,28.87,4267.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-23,AG,5342,685845,203317,0.78,0.61,29.64,4163.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-24,AG,1714,685845,205031,0.25,0.59,29.89,4056.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-25,AG,1645,685845,206676,0.24,0.57,30.13,3916.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-26,AG,4116,685845,210792,0.6,0.54,30.73,3723.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-27,AG,4378,685845,215170,0.64,0.51,31.37,3531.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-28,AG,4462,685845,219632,0.65,0.52,32.02,3546.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-29,AG,4409,685845,224041,0.64,0.52,32.67,3554,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-04-30,AG,3995,685845,228036,0.58,0.54,33.25,3731.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-01,AG,1820,685845,229856,0.27,0.57,33.51,3942.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-02,AG,1698,685845,231554,0.25,0.61,33.76,4197.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-03,AG,5356,685845,236910,0.78,0.66,34.54,4536.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-04,AG,5857,685845,242767,0.85,0.7,35.4,4829,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-05,AG,6246,685845,249013,0.91,0.72,36.31,4926.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-06,AG,6783,685845,255796,0.99,0.72,37.3,4926.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-07,AG,6043,685845,261839,0.88,0.73,38.18,5017.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-08,AG,2502,685845,264341,0.36,0.74,38.54,5078.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-09,AG,1699,685845,266040,0.25,0.76,38.79,5193.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-10,AG,5990,685845,272030,0.87,0.67,39.66,4585.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-11,AG,6289,685845,278319,0.92,0.67,40.58,4561.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-12,AG,7046,685845,285365,1.03,0.67,41.61,4584.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-13,AG,2532,685845,287897,0.37,0.68,41.98,4658.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-14,AG,5871,685845,293768,0.86,0.68,42.83,4681.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-15,AG,2662,685845,296430,0.39,0.7,43.22,4772.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-16,AG,2217,685845,298647,0.32,0.71,43.54,4832.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-17,AG,6153,685845,304800,0.9,0.81,44.44,5570.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-18,AG,6925,685845,311725,1.01,0.83,45.45,5686,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-19,AG,7470,685845,319195,1.09,0.83,46.54,5719.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-20,AG,7695,685845,326890,1.12,0.8,47.66,5488.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-21,AG,6680,685845,333570,0.97,0.75,48.64,5143.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-22,AG,2899,685845,336469,0.42,0.75,49.06,5163,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-23,AG,598,685845,337067,0.09,0.77,49.15,5275.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-24,AG,3735,685845,340802,0.54,0.78,49.69,5373.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-25,AG,7064,685845,347866,1.03,0.79,50.72,5444,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-26,AG,8258,685845,356124,1.2,0.81,51.92,5593,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-27,AG,8379,685845,364503,1.22,0.85,53.15,5819.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-28,AG,7175,685845,371678,1.05,0.94,54.19,6470.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-29,AG,3942,685845,375620,0.57,0.97,54.77,6687.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-30,AG,2183,685845,377803,0.32,0.99,55.09,6791.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-05-31,AG,8293,685845,386096,1.21,0.99,56.29,6818.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-01,AG,8583,685845,394679,1.25,1.01,57.55,6957.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-02,AG,8985,685845,403664,1.31,1.04,58.86,7115.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-03,AG,8571,685845,412235,1.25,1.06,60.11,7293.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-04,AG,8144,685845,420379,1.19,1.06,61.29,7248,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-05,AG,5048,685845,425427,0.74,1.05,62.03,7177.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-06,AG,3430,685845,428857,0.5,1.04,62.53,7095.14,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-07,AG,7975,685845,436832,1.16,1.03,63.69,7025.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-08,AG,8091,685845,444923,1.18,1.02,64.87,6972.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-09,AG,8407,685845,453330,1.23,1.03,66.1,7053.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-10,AG,8084,685845,461414,1.18,1.03,67.28,7075.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-11,AG,7771,685845,469185,1.13,1.01,68.41,6949.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-12,AG,5618,685845,474803,0.82,0.99,69.23,6822.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-13,AG,3581,685845,478384,0.52,0.98,69.75,6727.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-14,AG,7096,685845,485480,1.03,0.97,70.79,6652.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-15,AG,7203,685845,492683,1.05,0.95,71.84,6531.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-16,AG,7741,685845,500424,1.13,0.92,72.96,6326.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-17,AG,7560,685845,507984,1.1,0.88,74.07,6006.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-18,AG,6921,685845,514905,1.01,0.86,75.08,5868.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-19,AG,4182,685845,519087,0.61,0.82,75.69,5651.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-20,AG,1342,685845,520429,0.2,0.8,75.88,5456,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-21,AG,6132,685845,526561,0.89,0.77,76.78,5292,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-22,AG,5682,685845,532243,0.83,0.76,77.6,5190.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-23,AG,6373,685845,538616,0.93,0.74,78.53,5057,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-24,AG,6412,685845,545028,0.93,0.74,79.47,5101.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-25,AG,6211,685845,551239,0.91,0.76,80.37,5238.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-26,AG,3247,685845,554486,0.47,0.78,80.85,5323.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-27,AG,1656,685845,556142,0.24,0.77,81.09,5312.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-28,AG,7088,685845,563230,1.03,0.77,82.12,5268.29,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-29,AG,6277,685845,569507,0.92,0.74,83.04,5060,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-06-30,AG,6297,685845,575804,0.92,0.73,83.96,5015.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-07-01,AG,6102,685845,581906,0.89,0.72,84.85,4948.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-07-02,AG,4753,685845,586659,0.69,NA,85.54,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-07-03,AG,2937,685845,589596,0.43,NA,85.97,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-07-04,AG,1188,685845,590784,0.17,NA,86.14,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-22,AI,0,16128,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-23,AI,14,16128,14,0.09,NA,0.09,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-24,AI,31,16128,45,0.19,NA,0.28,NA,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-25,AI,0,16128,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-26,AI,0,16128,45,0,0.04,0.28,6.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-27,AI,0,16128,45,0,0.03,0.28,4.43,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-28,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-29,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-30,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2020-12-31,AI,0,16128,45,0,0,0.28,0,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-01,AI,0,16128,45,0,0.02,0.28,2.86,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-02,AI,0,16128,45,0,0.18,0.28,29.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-03,AI,0,16128,45,0,0.24,0.28,39.57,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
2021-01-04,AI,20,16128,65,0.12,0.28,0.4,44.71,COVID19VaccDosesAdministered,2021-07-06_09-46-12,detailed
