date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-04-09,AG,1613,685845,57463,0.24,0.2,8.38,1383.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-10,AG,323,685845,57786,0.05,0.18,8.43,1243.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-11,AG,3,685845,57789,0,0.15,8.43,1058.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-12,AG,1567,685845,59356,0.23,0.14,8.65,934.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-13,AG,1324,685845,60680,0.19,0.13,8.85,896.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-14,AG,914,685845,61594,0.13,0.13,8.98,887.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-15,AG,798,685845,62392,0.12,0.13,9.1,887.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-16,AG,1344,685845,63736,0.2,0.13,9.29,890,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-17,AG,261,685845,63997,0.04,0.14,9.33,954.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-18,AG,5,685845,64002,0,0.15,9.33,1019.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-19,AG,1584,685845,65586,0.23,0.16,9.56,1093.86,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-20,AG,1776,685845,67362,0.26,0.16,9.82,1105.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-21,AG,1368,685845,68730,0.2,0.16,10.02,1118.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-22,AG,1319,685845,70049,0.19,0.16,10.21,1119.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-23,AG,1425,685845,71474,0.21,0.17,10.42,1136.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-24,AG,353,685845,71827,0.05,0.17,10.47,1177.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-25,AG,12,685845,71839,0,0.18,10.47,1263,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-26,AG,1704,685845,73543,0.25,0.2,10.72,1343,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-27,AG,2059,685845,75602,0.3,0.18,11.02,1237.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-28,AG,1969,685845,77571,0.29,0.2,11.31,1345.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-29,AG,1879,685845,79450,0.27,0.2,11.58,1345.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-04-30,AG,686,685845,80136,0.1,0.18,11.68,1213.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-01,AG,1110,685845,81246,0.16,0.17,11.85,1182,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-02,AG,10,685845,81256,0,0.18,11.85,1211.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-03,AG,783,685845,82039,0.11,0.19,11.96,1322,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-04,AG,1837,685845,83876,0.27,0.23,12.23,1589.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-05,AG,2175,685845,86051,0.32,0.23,12.55,1609.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-06,AG,2653,685845,88704,0.39,0.24,12.93,1665.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-07,AG,2558,685845,91262,0.37,0.28,13.31,1930.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-08,AG,1252,685845,92514,0.18,0.3,13.49,2077.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-09,AG,399,685845,92913,0.06,0.33,13.55,2254,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-10,AG,2640,685845,95553,0.38,0.29,13.93,2010.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-11,AG,2864,685845,98417,0.42,0.31,14.35,2125.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-12,AG,3412,685845,101829,0.5,0.29,14.85,2011.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-13,AG,950,685845,102779,0.14,0.3,14.99,2029.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-14,AG,3361,685845,106140,0.49,0.33,15.48,2216.86,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-15,AG,456,685845,106596,0.07,0.35,15.54,2395.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-16,AG,523,685845,107119,0.08,0.37,15.62,2522.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-17,AG,3952,685845,111071,0.58,0.45,16.19,3056,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-18,AG,4116,685845,115187,0.6,0.45,16.79,3093.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-19,AG,4300,685845,119487,0.63,0.46,17.42,3111.86,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-20,AG,4684,685845,124171,0.68,0.44,18.1,3038.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-21,AG,3624,685845,127795,0.53,0.38,18.63,2617.71,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-22,AG,584,685845,128379,0.09,0.38,18.72,2600.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-23,AG,11,685845,128390,0,0.37,18.72,2544.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-24,AG,1005,685845,129395,0.15,0.36,18.87,2449.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-25,AG,3996,685845,133391,0.58,0.35,19.45,2378,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-26,AG,3905,685845,137296,0.57,0.35,20.02,2390.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-27,AG,4019,685845,141315,0.59,0.35,20.6,2401.86,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-28,AG,3126,685845,144441,0.46,0.43,21.06,2918.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-29,AG,671,685845,145112,0.1,0.44,21.16,3023.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-30,AG,91,685845,145203,0.01,0.46,21.17,3148,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-05-31,AG,4620,685845,149823,0.67,0.46,21.85,3154.86,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-01,AG,4731,685845,154554,0.69,0.48,22.53,3298.29,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-02,AG,4778,685845,159332,0.7,0.5,23.23,3408.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-03,AG,4067,685845,163399,0.59,0.52,23.82,3583.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-04,AG,4130,685845,167529,0.6,NA,24.43,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-05,AG,1442,685845,168971,0.21,NA,24.64,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-06-06,AG,1316,685845,170287,0.19,NA,24.83,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-22,AI,0,16128,0,0,NA,0,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-23,AI,0,16128,0,0,NA,0,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-24,AI,0,16128,0,0,NA,0,NA,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-25,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-26,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-27,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-28,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-29,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-30,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2020-12-31,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-01,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-02,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-03,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-04,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-05,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-06,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-07,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-08,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-09,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-10,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-11,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-12,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-13,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-14,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-15,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-16,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-17,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-18,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-19,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-20,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-21,AI,0,16128,0,0,0,0,0,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-22,AI,0,16128,0,0,0.01,0,2.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-23,AI,0,16128,0,0,0.08,0,13,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-24,AI,0,16128,0,0,0.08,0,13,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-25,AI,15,16128,15,0.09,0.08,0.09,13.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-26,AI,76,16128,91,0.47,0.08,0.56,13.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-27,AI,0,16128,91,0,0.08,0.56,13.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-28,AI,1,16128,92,0.01,0.08,0.57,13.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-29,AI,0,16128,92,0,0.09,0.57,14.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-30,AI,0,16128,92,0,0.15,0.57,24,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-01-31,AI,0,16128,92,0,0.2,0.57,31.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-01,AI,22,16128,114,0.14,0.22,0.71,36.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-02,AI,145,16128,259,0.9,0.27,1.61,43.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-03,AI,52,16128,311,0.32,0.27,1.93,43.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-04,AI,34,16128,345,0.21,0.27,2.14,43.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-05,AI,49,16128,394,0.3,0.28,2.44,45.57,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-06,AI,0,16128,394,0,0.24,2.44,38.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-07,AI,0,16128,394,0,0.22,2.44,35,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-08,AI,39,16128,433,0.24,0.19,2.68,30.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-09,AI,95,16128,528,0.59,0.17,3.27,27.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-10,AI,28,16128,556,0.17,0.17,3.45,27.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-11,AI,0,16128,556,0,0.17,3.45,27.43,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-12,AI,30,16128,586,0.19,0.18,3.63,29.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
2021-02-13,AI,0,16128,586,0,0.21,3.63,34.14,COVID19FullyVaccPersons,2021-06-08_09-40-01,detailed
