"date","geoRegion","entries","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-01-20,"AG",1353,685845,9198,0.2,0.12,1.34,849.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-21,"AG",1647,685845,10845,0.24,0.12,1.58,849.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-22,"AG",1109,685845,11954,0.16,0.13,1.74,903.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-23,"AG",121,685845,12075,0.02,0.15,1.76,989.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-24,"AG",0,685845,12075,0,0.14,1.76,935.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-25,"AG",1221,685845,13296,0.18,0.13,1.94,900,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-26,"AG",1475,685845,14771,0.22,0.13,2.15,902,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-27,"AG",974,685845,15745,0.14,0.13,2.3,885,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-28,"AG",1400,685845,17145,0.2,0.13,2.5,885,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-29,"AG",1123,685845,18268,0.16,0.12,2.66,796,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-30,"AG",2,685845,18270,0,0.11,2.66,772.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-31,"AG",0,685845,18270,0,0.12,2.66,857,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-01,"AG",598,685845,18868,0.09,0.12,2.75,831.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-02,"AG",1308,685845,20176,0.19,0.13,2.94,857.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-03,"AG",1568,685845,21744,0.23,0.13,3.17,864.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-04,"AG",1220,685845,22964,0.18,0.13,3.35,864.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-05,"AG",1308,685845,24272,0.19,0.13,3.54,873.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-06,"AG",47,685845,24319,0.01,0.12,3.55,843,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-07,"AG",0,685845,24319,0,0.12,3.55,796.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-08,"AG",662,685845,24981,0.1,0.12,3.64,785.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-09,"AG",1096,685845,26077,0.16,0.11,3.8,753.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-10,"AG",1244,685845,27321,0.18,0.11,3.98,748.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-11,"AG",1139,685845,28460,0.17,0.11,4.15,748.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-12,"AG",1089,685845,29549,0.16,0.12,4.31,798.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-13,"AG",9,685845,29558,0,0.12,4.31,786,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-14,"AG",0,685845,29558,0,0.11,4.31,749.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-15,"AG",1014,685845,30572,0.15,0.1,4.46,693.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-16,"AG",1007,685845,31579,0.15,0.1,4.6,664.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-17,"AG",988,685845,32567,0.14,0.12,4.75,839.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-18,"AG",745,685845,33312,0.11,0.12,4.86,839.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-19,"AG",889,685845,34201,0.13,0.12,4.99,833.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-20,"AG",1232,685845,35433,0.18,0.13,5.17,873,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-21,"AG",0,685845,35433,0,0.14,5.17,966.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-22,"AG",976,685845,36409,0.14,0.16,5.31,1122.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-23,"AG",1281,685845,37690,0.19,0.18,5.5,1245.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-24,"AG",1640,685845,39330,0.24,0.18,5.73,1206,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-25,"AG",1840,685845,41170,0.27,0.18,6,1206,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-26,"AG",1747,685845,42917,0.25,0.19,6.26,1279.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-27,"AG",958,685845,43875,0.14,0.19,6.4,1290.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-28,"AG",0,685845,43875,0,0.18,6.4,1266.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-01,"AG",1489,685845,45364,0.22,0.18,6.61,1220.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-02,"AG",1362,685845,46726,0.2,0.18,6.81,1209,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-03,"AG",1469,685845,48195,0.21,0.16,7.03,1113.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-04,"AG",1521,685845,49716,0.22,0.16,7.25,1113.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-05,"AG",1664,685845,51380,0.24,0.16,7.49,1130.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-06,"AG",289,685845,51669,0.04,0.17,7.53,1210.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-07,"AG",0,685845,51669,0,0.18,7.53,1269.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-08,"AG",1609,685845,53278,0.23,0.18,7.77,1266.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-09,"AG",1919,685845,55197,0.28,0.17,8.05,1202.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-10,"AG",1886,685845,57083,0.27,0.18,8.32,1206.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-11,"AG",1497,685845,58580,0.22,0.18,8.54,1206.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-12,"AG",1218,685845,59798,0.18,0.16,8.72,1102.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-13,"AG",317,685845,60115,0.05,0.14,8.77,951.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-14,"AG",0,685845,60115,0,0.12,8.77,796.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-15,"AG",882,685845,60997,0.13,0.11,8.89,737.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-16,"AG",859,685845,61856,0.13,0.1,9.02,686.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-17,"AG",800,685845,62656,0.12,0.1,9.14,703.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-18,"AG",1085,685845,63741,0.16,0.1,9.29,703.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-19,"AG",864,685845,64605,0.13,0.11,9.42,766.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-20,"AG",434,685845,65039,0.06,0.13,9.48,908.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-21,"AG",0,685845,65039,0,0.15,9.48,996.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-22,"AG",1323,685845,66362,0.19,0.15,9.68,1036.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-23,"AG",1852,685845,68214,0.27,0.16,9.95,1111.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-24,"AG",1418,685845,69632,0.21,0.16,10.15,1103.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-25,"AG",1364,685845,70996,0.2,0.16,10.35,1103.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-26,"AG",1392,685845,72388,0.2,0.17,10.55,1151.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-27,"AG",375,685845,72763,0.05,0.17,10.61,1186,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-28,"AG",0,685845,72763,0,0.18,10.61,1271.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-29,"AG",1657,685845,74420,0.24,0.2,10.85,1355.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-30,"AG",2096,685845,76516,0.31,0.18,11.16,1222.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-03-31,"AG",2019,685845,78535,0.29,0.19,11.45,1337.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-01,"AG",1950,685845,80485,0.28,0.19,11.74,1337.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-02,"AG",460,685845,80945,0.07,0.17,11.8,1196.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-03,"AG",1182,685845,82127,0.17,0.17,11.97,1177.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-04,"AG",0,685845,82127,0,0.18,11.97,1208.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-05,"AG",666,685845,82793,0.1,0.19,12.07,1322.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-06,"AG",1963,685845,84756,0.29,0.24,12.36,1636.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-07,"AG",2241,685845,86997,0.33,0.25,12.68,1685.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-08,"AG",2743,685845,89740,0.4,0.25,13.08,1738.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-09,"AG",2659,685845,92399,0.39,0.29,13.47,1998.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-10,"AG",1525,685845,93924,0.22,0.31,13.69,2126,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-11,"AG",370,685845,94294,0.05,0.33,13.75,2286,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-12,"AG",2487,685845,96781,0.36,0.36,14.11,2476.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-13,"AG",2857,685845,99638,0.42,0.37,14.53,2531.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-14,"AG",3361,685845,102999,0.49,0.37,15.02,2523.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-15,"AG",4075,685845,107074,0.59,0.39,15.61,2704.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-16,"AG",3044,685845,110118,0.44,0.41,16.06,2814,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-17,"AG",1469,685845,111587,0.21,0.42,16.27,2883.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-18,"AG",1640,685845,113227,0.24,0.43,16.51,2993.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-19,"AG",3252,685845,116479,0.47,0.44,16.98,3040,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-20,"AG",3345,685845,119824,0.49,0.46,17.47,3163.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-21,"AG",4132,685845,123956,0.6,0.46,18.07,3147.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-22,"AG",4398,685845,128354,0.64,0.46,18.71,3146.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-23,"AG",3906,685845,132260,0.57,0.44,19.28,3025.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-24,"AG",1362,685845,133622,0.2,0.42,19.48,2876.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-25,"AG",1633,685845,135255,0.24,0.39,19.72,2642.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-26,"AG",2404,685845,137659,0.35,0.35,20.07,2376.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-27,"AG",2303,685845,139962,0.34,0.33,20.41,2291,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-28,"AG",2492,685845,142454,0.36,0.32,20.77,2198.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-29,"AG",2538,685845,144992,0.37,0.32,21.14,2205.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-04-30,"AG",3305,685845,148297,0.48,0.37,21.62,2508.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-01,"AG",712,685845,149009,0.1,0.4,21.73,2747.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-02,"AG",1684,685845,150693,0.25,0.43,21.97,2946.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-03,"AG",4523,685845,155216,0.66,0.46,22.63,3166.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-04,"AG",3981,685845,159197,0.58,0.46,23.21,3187.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-05,"AG",3884,685845,163081,0.57,0.48,23.78,3259.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-06,"AG",4076,685845,167157,0.59,0.47,24.37,3205.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-07,"AG",3450,685845,170607,0.5,0.44,24.88,3029.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-08,"AG",1219,685845,171826,0.18,0.43,25.05,2942.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-09,"AG",1306,685845,173132,0.19,0.42,25.24,2878.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-10,"AG",3293,685845,176425,0.48,0.37,25.72,2521.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-11,"AG",3367,685845,179792,0.49,0.35,26.21,2380.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-12,"AG",3437,685845,183229,0.5,0.37,26.72,2518,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-13,"AG",1580,685845,184809,0.23,0.38,26.95,2573.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-14,"AG",2462,685845,187271,0.36,0.35,27.31,2409.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-15,"AG",2181,685845,189452,0.32,0.34,27.62,2321.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-16,"AG",1692,685845,191144,0.25,0.33,27.87,2255.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-17,"AG",2145,685845,193289,0.31,NA,28.18,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-18,"AG",2756,685845,196045,0.4,NA,28.58,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-05-19,"AG",2974,685845,199019,0.43,NA,29.02,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-22,"AI",0,16128,0,0,NA,0,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-23,"AI",13,16128,13,0.08,NA,0.08,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-24,"AI",31,16128,44,0.19,NA,0.27,NA,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-25,"AI",0,16128,44,0,0.04,0.27,6.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-26,"AI",0,16128,44,0,0.04,0.27,6.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-27,"AI",0,16128,44,0,0.03,0.27,4.43,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-28,"AI",0,16128,44,0,0,0.27,0,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-29,"AI",0,16128,44,0,0,0.27,0,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-30,"AI",0,16128,44,0,0,0.27,0,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2020-12-31,"AI",0,16128,44,0,0,0.27,0,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-01,"AI",0,16128,44,0,0.02,0.27,2.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-02,"AI",0,16128,44,0,0.18,0.27,29.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-03,"AI",0,16128,44,0,0.24,0.27,39.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-04,"AI",20,16128,64,0.12,0.28,0.4,44.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-05,"AI",187,16128,251,1.16,0.31,1.56,50.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-06,"AI",70,16128,321,0.43,0.31,1.99,50.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-07,"AI",36,16128,357,0.22,0.31,2.21,50.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-08,"AI",39,16128,396,0.24,0.33,2.46,53.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-09,"AI",0,16128,396,0,0.24,2.46,39.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-10,"AI",0,16128,396,0,0.21,2.46,34.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-11,"AI",41,16128,437,0.25,0.18,2.71,29.86,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-12,"AI",89,16128,526,0.55,0.17,3.26,27.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-13,"AI",34,16128,560,0.21,0.17,3.47,27.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-14,"AI",6,16128,566,0.04,0.17,3.51,27.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-15,"AI",24,16128,590,0.15,0.18,3.66,29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-16,"AI",0,16128,590,0,0.22,3.66,35.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-17,"AI",0,16128,590,0,0.25,3.66,40.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-18,"AI",50,16128,640,0.31,0.28,3.97,45.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-19,"AI",132,16128,772,0.82,0.32,4.79,51.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-20,"AI",72,16128,844,0.45,0.32,5.23,51.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-21,"AI",42,16128,886,0.26,0.32,5.49,51.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-22,"AI",62,16128,948,0.38,0.28,5.88,45.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-23,"AI",0,16128,948,0,0.21,5.88,34.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-24,"AI",0,16128,948,0,0.15,5.88,24.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-25,"AI",11,16128,959,0.07,0.12,5.95,19,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-26,"AI",55,16128,1014,0.34,0.07,6.29,11.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-27,"AI",0,16128,1014,0,0.07,6.29,11.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-28,"AI",5,16128,1019,0.03,0.07,6.32,11.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-29,"AI",11,16128,1030,0.07,0.06,6.39,10.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-30,"AI",0,16128,1030,0,0.02,6.39,3.29,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-01-31,"AI",0,16128,1030,0,0.02,6.39,3.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-01,"AI",1,16128,1031,0.01,0.02,6.39,3,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-02,"AI",6,16128,1037,0.04,0.02,6.43,2.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-03,"AI",2,16128,1039,0.01,0.02,6.44,2.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-04,"AI",1,16128,1040,0.01,0.02,6.45,2.57,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-05,"AI",8,16128,1048,0.05,0.02,6.5,2.71,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
2021-02-06,"AI",0,16128,1048,0,0.03,6.5,4.14,"COVID19AtLeastOneDosePersons","2021-05-21_09-24-05","detailed"
